user_id,product_id,event,timestamp
U013,P39,purchase,2026-01-29T06:37:00+00:00
U013,P37,click,2026-01-29T22:14:00+00:00
U013,P18,click,2026-01-30T09:18:00+00:00
U013,P34,click,2026-01-30T15:49:00+00:00
U013,P04,click,2026-01-31T15:42:00+00:00
U013,P05,click,2026-01-31T23:56:00+00:00
U014,P40,click,2026-01-15T16:33:00+00:00
U014,P06,click,2026-01-15T17:46:00+00:00
U014,P35,click,2026-01-16T13:37:00+00:00
U014,P38,click,2026-01-17T02:09:00+00:00
U014,P26,click,2026-01-17T06:43:00+00:00
U014,P34,click,2026-01-17T09:52:00+00:00
U014,P39,click,2026-01-17T20:01:00+00:00
U014,P01,click,2026-01-18T07:15:00+00:00
U014,P11,click,2026-01-18T21:30:00+00:00
U014,P33,click,2026-01-19T03:34:00+00:00
U014,P37,click,2026-01-19T10:30:00+00:00
U014,P19,purchase,2026-01-19T15:05:00+00:00
U014,P29,click,2026-01-20T09:34:00+00:00
U014,P20,click,2026-01-20T22:08:00+00:00
U014,P36,click,2026-01-21T16:20:00+00:00
U014,P03,click,2026-01-22T09:32:00+00:00
U014,P07,click,2026-01-22T18:55:00+00:00
U014,P25,click,2026-01-23T00:36:00+00:00
U015,P40,click,2026-01-04T07:48:00+00:00
U015,P22,purchase,2026-01-04T17:18:00+00:00
U015,P09,click,2026-01-04T23:51:00+00:00
U015,P23,click,2026-01-05T04:06:00+00:00
U015,P27,click,2026-01-05T19:42:00+00:00
U015,P20,click,2026-01-05T22:54:00+00:00
U015,P18,click,2026-01-06T21:36:00+00:00
U015,P15,click,2026-01-07T04:55:00+00:00
U015,P17,click,2026-01-08T02:54:00+00:00
U015,P26,click,2026-01-09T00:48:00+00:00
U015,P21,click,2026-01-09T21:15:00+00:00
U015,P19,click,2026-01-09T22:03:00+00:00
U015,P24,purchase,2026-01-09T23:51:00+00:00
U016,P23,click,2026-01-21T07:55:00+00:00
U016,P14,click,2026-01-22T05:13:00+00:00
U016,P31,click,2026-01-23T02:14:00+00:00
U016,P18,click,2026-01-24T01:21:00+00:00
U016,P16,click,2026-01-24T23:22:00+00:00
U016,P17,purchase,2026-01-25T18:27:00+00:00
U016,P09,click,2026-01-25T19:25:00+00:00
U016,P20,click,2026-01-26T16:17:00+00:00
U016,P27,click,2026-01-27T14:49:00+00:00
U016,P03,click,2026-01-28T14:34:00+00:00
U016,P22,click,2026-01-28T23:46:00+00:00
U016,P19,click,2026-01-29T00:50:00+00:00
U016,P10,click,2026-01-29T07:04:00+00:00
U016,P34,click,2026-01-29T16:28:00+00:00
U016,P04,click,2026-01-30T03:05:00+00:00
U016,P21,click,2026-01-30T14:45:00+00:00
U016,P36,click,2026-01-31T02:48:00+00:00
U016,P24,click,2026-01-31T03:05:00+00:00
U017,P10,purchase,2026-01-29T23:57:00+00:00
U017,P22,click,2026-01-30T05:11:00+00:00
U017,P23,click,2026-01-30T20:16:00+00:00
U017,P14,click,2026-01-30T22:40:00+00:00
U017,P16,click,2026-01-31T14:45:00+00:00
U017,P13,click,2026-02-01T05:55:00+00:00
U017,P04,purchase,2026-02-02T03:33:00+00:00
U017,P19,click,2026-02-02T13:58:00+00:00
U017,P12,click,2026-02-02T23:25:00+00:00
U017,P05,click,2026-02-03T19:41:00+00:00
U017,P09,purchase,2026-02-03T21:41:00+00:00
U017,P24,click,2026-02-04T09:46:00+00:00
U017,P11,click,2026-02-05T03:10:00+00:00
U017,P21,click,2026-02-05T05:46:00+00:00
U017,P15,click,2026-02-05T16:26:00+00:00
U018,P06,click,2026-01-24T21:14:00+00:00
U018,P13,click,2026-01-25T03:12:00+00:00
U018,P27,click,2026-01-25T04:37:00+00:00
U018,P32,click,2026-01-25T13:09:00+00:00
U018,P29,purchase,2026-01-26T04:10:00+00:00
U018,P03,click,2026-01-26T19:14:00+00:00
U019,P38,purchase,2026-01-06T07:52:00+00:00
U019,P35,click,2026-01-07T02:22:00+00:00
U019,P37,click,2026-01-07T20:25:00+00:00
U019,P20,click,2026-01-07T21:47:00+00:00
U019,P34,click,2026-01-08T20:27:00+00:00
U019,P33,click,2026-01-09T08:01:00+00:00
U019,P39,purchase,2026-01-10T05:11:00+00:00
U019,P36,click,2026-01-10T09:44:00+00:00
U020,P29,click,2026-01-21T01:02:00+00:00
U020,P37,click,2026-01-21T08:41:00+00:00
U020,P13,click,2026-01-22T00:09:00+00:00
U020,P39,click,2026-01-22T12:09:00+00:00
U020,P36,click,2026-01-22T13:08:00+00:00
U020,P35,click,2026-01-23T03:22:00+00:00
U020,P40,click,2026-01-23T05:16:00+00:00
U020,P38,click,2026-01-23T18:52:00+00:00
U021,P17,click,2026-01-03T02:28:00+00:00
U021,P39,purchase,2026-01-03T09:25:00+00:00
U021,P24,click,2026-01-03T10:59:00+00:00
U021,P33,click,2026-01-03T17:52:00+00:00
U021,P34,click,2026-01-03T19:22:00+00:00
U021,P40,click,2026-01-04T06:13:00+00:00
U021,P38,purchase,2026-01-04T16:53:00+00:00
U021,P37,purchase,2026-01-05T10:33:00+00:00
U021,P35,purchase,2026-01-06T00:13:00+00:00
U021,P22,click,2026-01-06T18:50:00+00:00
U021,P19,click,2026-01-07T11:04:00+00:00
U021,P36,click,2026-01-07T19:47:00+00:00
U022,P08,click,2026-01-29T14:29:00+00:00
U022,P02,click,2026-01-29T23:56:00+00:00
U022,P01,click,2026-01-30T21:50:00+00:00
U022,P05,click,2026-01-30T23:52:00+00:00
U022,P12,click,2026-01-31T02:30:00+00:00
U022,P25,click,2026-02-01T01:29:00+00:00
U022,P18,click,2026-02-01T23:19:00+00:00
U022,P07,click,2026-02-02T13:15:00+00:00
U022,P06,click,2026-02-03T01:44:00+00:00
U023,P03,click,2026-01-07T11:47:00+00:00
U023,P33,purchase,2026-01-08T05:01:00+00:00
U023,P35,click,2026-01-08T06:59:00+00:00
U023,P09,click,2026-01-08T11:18:00+00:00
U023,P36,click,2026-01-09T05:04:00+00:00
U023,P34,click,2026-01-09T10:22:00+00:00
U023,P21,click,2026-01-09T20:49:00+00:00
U023,P29,click,2026-01-10T02:31:00+00:00
U023,P37,click,2026-01-10T08:07:00+00:00
U023,P11,click,2026-01-10T19:12:00+00:00
U023,P39,click,2026-01-11T02:58:00+00:00
U023,P38,click,2026-01-11T14:51:00+00:00
U023,P40,purchase,2026-01-12T08:38:00+00:00
U023,P06,click,2026-01-12T18:24:00+00:00
U023,P31,click,2026-01-12T21:10:00+00:00
U023,P12,click,2026-01-13T05:48:00+00:00
U024,P12,click,2026-01-04T21:34:00+00:00
U024,P14,click,2026-01-05T14:51:00+00:00
U024,P09,purchase,2026-01-06T06:18:00+00:00
U024,P11,click,2026-01-07T01:09:00+00:00
U024,P16,purchase,2026-01-07T10:46:00+00:00
U024,P28,click,2026-01-08T08:07:00+00:00
U024,P23,click,2026-01-09T07:25:00+00:00
U024,P40,click,2026-01-10T04:21:00+00:00
U024,P13,click,2026-01-10T08:29:00+00:00
U024,P33,click,2026-01-10T12:57:00+00:00
U024,P10,click,2026-01-10T16:20:00+00:00
U024,P15,click,2026-01-11T05:51:00+00:00
U024,P32,click,2026-01-11T18:40:00+00:00
U024,P37,click,2026-01-12T06:19:00+00:00
U025,P10,click,2026-01-02T17:18:00+00:00
U025,P20,click,2026-01-03T03:34:00+00:00
U025,P26,click,2026-01-03T23:02:00+00:00
U025,P19,click,2026-01-04T19:41:00+00:00
U025,P40,click,2026-01-04T23:25:00+00:00
U025,P38,purchase,2026-01-05T10:56:00+00:00
U025,P08,click,2026-01-05T20:43:00+00:00
U025,P18,click,2026-01-06T12:18:00+00:00
U025,P04,click,2026-01-07T10:16:00+00:00
U025,P33,click,2026-01-08T04:53:00+00:00
U025,P07,click,2026-01-08T22:51:00+00:00
U025,P39,click,2026-01-09T15:47:00+00:00
U025,P14,click,2026-01-09T20:26:00+00:00
U025,P31,click,2026-01-10T13:43:00+00:00
U025,P36,purchase,2026-01-11T05:46:00+00:00
U025,P37,click,2026-01-11T15:09:00+00:00
U025,P34,click,2026-01-11T21:48:00+00:00
U025,P35,click,2026-01-12T01:43:00+00:00
U026,P24,click,2026-01-19T22:25:00+00:00
U026,P20,purchase,2026-01-20T06:29:00+00:00
U026,P35,click,2026-01-21T00:59:00+00:00
U026,P38,click,2026-01-21T08:28:00+00:00
U026,P17,click,2026-01-21T10:28:00+00:00
U026,P18,click,2026-01-21T15:19:00+00:00
U026,P22,purchase,2026-01-22T08:35:00+00:00
U026,P08,purchase,2026-01-22T18:32:00+00:00
U026,P33,click,2026-01-23T02:36:00+00:00
U026,P21,click,2026-01-23T22:20:00+00:00
U026,P40,purchase,2026-01-24T09:18:00+00:00
U026,P23,click,2026-01-25T05:05:00+00:00
U026,P19,purchase,2026-01-26T01:34:00+00:00
U026,P39,click,2026-01-27T00:36:00+00:00
U026,P36,click,2026-01-27T11:37:00+00:00
U026,P05,click,2026-01-27T19:47:00+00:00
U027,P23,click,2026-01-22T05:09:00+00:00
U027,P04,click,2026-01-22T17:15:00+00:00
U027,P19,click,2026-01-22T23:06:00+00:00
U027,P17,click,2026-01-23T03:57:00+00:00
U027,P02,click,2026-01-23T22:41:00+00:00
U027,P14,click,2026-01-24T15:26:00+00:00
U027,P26,click,2026-01-24T21:47:00+00:00
U027,P06,click,2026-01-25T16:22:00+00:00
U027,P22,click,2026-01-26T14:21:00+00:00
U027,P18,click,2026-01-26T16:26:00+00:00
U027,P08,click,2026-01-27T10:24:00+00:00
U027,P30,click,2026-01-27T11:38:00+00:00
U027,P21,click,2026-01-27T14:15:00+00:00
U027,P24,purchase,2026-01-28T13:08:00+00:00
U027,P20,click,2026-01-28T14:52:00+00:00
U027,P16,click,2026-01-28T15:10:00+00:00
U028,P09,purchase,2026-01-05T03:07:00+00:00
U028,P31,purchase,2026-01-05T17:03:00+00:00
U028,P25,click,2026-01-06T08:48:00+00:00
U028,P11,purchase,2026-01-07T04:10:00+00:00
U028,P32,click,2026-01-07T12:33:00+00:00
U028,P27,click,2026-01-08T12:25:00+00:00
U028,P29,click,2026-01-08T20:12:00+00:00
U029,P07,click,2026-01-02T00:15:00+00:00
U029,P24,purchase,2026-01-02T20:22:00+00:00
U029,P22,click,2026-01-03T01:22:00+00:00
U029,P15,click,2026-01-03T15:02:00+00:00
U029,P19,purchase,2026-01-03T17:44:00+00:00
U029,P37,click,2026-01-04T04:01:00+00:00
U029,P17,purchase,2026-01-04T09:38:00+00:00
U030,P22,click,2026-01-09T15:41:00+00:00
U030,P32,click,2026-01-10T02:39:00+00:00
U030,P34,click,2026-01-10T12:40:00+00:00
U030,P26,click,2026-01-11T12:28:00+00:00
U030,P31,click,2026-01-12T10:09:00+00:00
U030,P39,purchase,2026-01-13T02:59:00+00:00
U030,P33,click,2026-01-13T22:43:00+00:00
U030,P04,click,2026-01-14T07:04:00+00:00
U030,P01,click,2026-01-14T18:16:00+00:00
U030,P38,click,2026-01-15T07:11:00+00:00
U030,P28,purchase,2026-01-15T16:50:00+00:00
U030,P37,click,2026-01-16T06:19:00+00:00
U030,P36,click,2026-01-16T18:51:00+00:00
U030,P27,click,2026-01-16T22:49:00+00:00
U030,P35,click,2026-01-17T18:08:00+00:00
U030,P40,click,2026-01-18T01:02:00+00:00
U031,P27,click,2026-01-27T13:17:00+00:00
U031,P40,click,2026-01-28T12:29:00+00:00
U031,P37,click,2026-01-29T10:38:00+00:00
U031,P39,click,2026-01-30T00:21:00+00:00
U031,P34,click,2026-01-30T11:45:00+00:00
U031,P38,click,2026-01-31T02:31:00+00:00
U031,P33,click,2026-01-31T06:12:00+00:00
U031,P36,click,2026-01-31T06:38:00+00:00
U032,P07,click,2026-01-12T02:02:00+00:00
U032,P29,click,2026-01-12T22:11:00+00:00
U032,P24,click,2026-01-13T21:47:00+00:00
U032,P05,purchase,2026-01-14T09:50:00+00:00
U032,P10,click,2026-01-15T06:44:00+00:00
U032,P03,click,2026-01-16T04:24:00+00:00
U032,P15,click,2026-01-16T19:05:00+00:00
U032,P36,click,2026-01-17T00:49:00+00:00
U032,P06,purchase,2026-01-17T21:55:00+00:00
U032,P02,click,2026-01-18T02:45:00+00:00
U032,P38,click,2026-01-18T09:53:00+00:00
U032,P32,click,2026-01-18T17:01:00+00:00
U032,P08,click,2026-01-18T19:07:00+00:00
U032,P04,click,2026-01-19T14:39:00+00:00
U033,P19,click,2026-01-16T19:27:00+00:00
U033,P30,click,2026-01-17T09:56:00+00:00
U033,P20,purchase,2026-01-18T09:42:00+00:00
U033,P32,click,2026-01-18T14:17:00+00:00
U033,P26,click,2026-01-19T06:40:00+00:00
U033,P24,click,2026-01-19T09:10:00+00:00
U033,P09,click,2026-01-19T17:03:00+00:00
U033,P18,purchase,2026-01-20T06:12:00+00:00
U033,P17,click,2026-01-20T09:19:00+00:00
U033,P23,click,2026-01-20T12:53:00+00:00
U033,P27,click,2026-01-20T16:29:00+00:00
U033,P22,click,2026-01-21T03:15:00+00:00
U033,P15,click,2026-01-21T15:52:00+00:00
U033,P04,click,2026-01-22T02:09:00+00:00
U033,P21,click,2026-01-22T06:54:00+00:00
U034,P31,click,2026-01-17T23:03:00+00:00
U034,P37,click,2026-01-18T07:50:00+00:00
U034,P32,click,2026-01-18T11:25:00+00:00
U034,P11,click,2026-01-19T07:05:00+00:00
U034,P40,click,2026-01-20T06:10:00+00:00
U034,P25,click,2026-01-20T10:11:00+00:00
U034,P18,click,2026-01-20T18:03:00+00:00
U034,P02,click,2026-01-21T11:30:00+00:00
U034,P08,click,2026-01-21T11:40:00+00:00
U034,P05,purchase,2026-01-21T13:15:00+00:00
U034,P27,click,2026-01-21T13:45:00+00:00
U034,P28,click,2026-01-21T22:10:00+00:00
U034,P26,click,2026-01-21T23:49:00+00:00
U034,P29,click,2026-01-22T16:00:00+00:00
U034,P21,click,2026-01-23T04:30:00+00:00
U034,P16,click,2026-01-23T17:39:00+00:00
U034,P10,click,2026-01-23T22:51:00+00:00
U034,P06,click,2026-01-24T05:02:00+00:00
U035,P08,click,2026-01-11T02:17:00+00:00
U035,P13,click,2026-01-11T12:53:00+00:00
U035,P27,click,2026-01-12T04:46:00+00:00
U035,P20,click,2026-01-12T13:53:00+00:00
U035,P21,click,2026-01-12T18:03:00+00:00
U035,P05,click,2026-01-12T21:13:00+00:00
U035,P02,click,2026-01-13T02:40:00+00:00
U035,P10,click,2026-01-14T02:10:00+00:00
U035,P25,click,2026-01-14T12:38:00+00:00
U035,P30,click,2026-01-15T12:30:00+00:00
U035,P06,click,2026-01-16T09:10:00+00:00
U035,P07,purchase,2026-01-16T10:37:00+00:00
U035,P34,click,2026-01-16T18:02:00+00:00
U035,P26,click,2026-01-17T05:18:00+00:00
U035,P03,click,2026-01-17T10:26:00+00:00
U035,P01,purchase,2026-01-17T13:37:00+00:00
U035,P04,click,2026-01-17T22:10:00+00:00
U036,P18,click,2026-01-03T13:07:00+00:00
U036,P23,click,2026-01-04T08:47:00+00:00
U036,P19,purchase,2026-01-04T23:39:00+00:00
U036,P24,click,2026-01-05T13:12:00+00:00
U036,P20,purchase,2026-01-06T06:13:00+00:00
U036,P21,click,2026-01-06T07:18:00+00:00
U037,P32,purchase,2026-01-11T19:23:00+00:00
U037,P33,click,2026-01-12T08:43:00+00:00
U037,P34,click,2026-01-12T20:54:00+00:00
U037,P23,click,2026-01-13T02:54:00+00:00
U037,P29,purchase,2026-01-13T08:59:00+00:00
U037,P27,click,2026-01-13T17:08:00+00:00
U037,P28,click,2026-01-14T13:26:00+00:00
U037,P25,click,2026-01-15T00:22:00+00:00
U038,P24,purchase,2026-01-08T13:26:00+00:00
U038,P17,purchase,2026-01-08T18:21:00+00:00
U038,P23,click,2026-01-08T22:13:00+00:00
U038,P13,click,2026-01-09T16:15:00+00:00
U038,P20,click,2026-01-10T04:47:00+00:00
U038,P32,click,2026-01-10T07:20:00+00:00
U039,P19,click,2026-01-24T15:59:00+00:00
U039,P21,purchase,2026-01-25T09:42:00+00:00
U039,P37,click,2026-01-26T05:17:00+00:00
U039,P20,purchase,2026-01-27T04:29:00+00:00
U039,P28,click,2026-01-28T01:44:00+00:00
U039,P24,click,2026-01-28T06:50:00+00:00
U039,P23,click,2026-01-28T11:01:00+00:00
U039,P22,click,2026-01-29T02:25:00+00:00
U039,P27,click,2026-01-29T08:24:00+00:00
U039,P17,click,2026-01-29T14:11:00+00:00
U039,P36,click,2026-01-29T21:29:00+00:00
U039,P31,click,2026-01-30T04:08:00+00:00
U039,P40,click,2026-01-30T08:31:00+00:00
U039,P18,click,2026-01-30T10:03:00+00:00
U039,P11,click,2026-01-31T00:35:00+00:00
U039,P04,click,2026-01-31T03:20:00+00:00
U040,P10,click,2026-01-28T16:09:00+00:00
U040,P25,click,2026-01-28T22:17:00+00:00
U040,P11,purchase,2026-01-29T14:33:00+00:00
U040,P30,click,2026-01-30T10:39:00+00:00
U040,P13,click,2026-01-31T05:33:00+00:00
U040,P12,purchase,2026-01-31T17:34:00+00:00
U040,P29,click,2026-02-01T05:24:00+00:00
U040,P32,click,2026-02-01T11:03:00+00:00
U040,P27,click,2026-02-01T19:57:00+00:00
U040,P15,purchase,2026-02-02T19:32:00+00:00
U040,P37,click,2026-02-02T22:42:00+00:00
U040,P31,purchase,2026-02-03T08:30:00+00:00
U040,P28,click,2026-02-03T09:31:00+00:00
U040,P14,click,2026-02-03T22:47:00+00:00
U040,P26,purchase,2026-02-04T00:33:00+00:00
U041,P21,click,2026-01-25T01:35:00+00:00
U041,P32,click,2026-01-25T22:55:00+00:00
U041,P22,click,2026-01-26T19:40:00+00:00
U041,P16,click,2026-01-27T19:40:00+00:00
U041,P07,click,2026-01-28T00:25:00+00:00
U041,P14,click,2026-01-28T14:47:00+00:00
U041,P36,click,2026-01-28T18:26:00+00:00
U041,P09,click,2026-01-29T11:58:00+00:00
U041,P20,click,2026-01-30T09:08:00+00:00
U041,P18,click,2026-01-30T13:14:00+00:00
U041,P39,click,2026-01-30T22:57:00+00:00
U041,P40,click,2026-01-31T02:55:00+00:00
U041,P24,click,2026-01-31T06:37:00+00:00
U041,P12,click,2026-01-31T23:41:00+00:00
U041,P10,click,2026-02-01T06:32:00+00:00
U041,P11,click,2026-02-02T03:24:00+00:00
U041,P13,click,2026-02-02T10:18:00+00:00
U041,P15,click,2026-02-02T19:21:00+00:00
U042,P36,click,2026-01-06T08:05:00+00:00
U042,P19,click,2026-01-07T07:55:00+00:00
U042,P34,click,2026-01-07T10:00:00+00:00
U042,P33,purchase,2026-01-07T15:31:00+00:00
U042,P40,click,2026-01-07T19:08:00+00:00
U042,P32,click,2026-01-08T09:25:00+00:00
U042,P18,click,2026-01-09T05:39:00+00:00
U042,P07,click,2026-01-09T22:12:00+00:00
U042,P24,click,2026-01-10T17:42:00+00:00
U042,P38,purchase,2026-01-11T16:56:00+00:00
U042,P35,click,2026-01-12T07:58:00+00:00
U043,P31,click,2026-01-06T05:34:00+00:00
U043,P04,click,2026-01-07T02:30:00+00:00
U043,P14,purchase,2026-01-07T09:16:00+00:00
U043,P11,click,2026-01-07T15:45:00+00:00
U043,P34,click,2026-01-07T19:57:00+00:00
U043,P08,click,2026-01-08T09:26:00+00:00
U043,P30,click,2026-01-08T16:52:00+00:00
U043,P16,purchase,2026-01-09T08:33:00+00:00
U043,P39,click,2026-01-09T15:08:00+00:00
U043,P29,click,2026-01-10T02:45:00+00:00
U043,P40,click,2026-01-10T06:30:00+00:00
U043,P12,click,2026-01-10T20:43:00+00:00
U043,P24,click,2026-01-10T22:23:00+00:00
U043,P02,click,2026-01-11T20:04:00+00:00
U043,P10,click,2026-01-12T19:05:00+00:00
U043,P05,click,2026-01-13T15:15:00+00:00
U043,P09,click,2026-01-13T19:32:00+00:00
U043,P15,purchase,2026-01-14T10:59:00+00:00
U044,P34,click,2026-01-04T15:47:00+00:00
U044,P32,purchase,2026-01-04T21:47:00+00:00
U044,P04,purchase,2026-01-05T15:24:00+00:00
U044,P31,click,2026-01-05T19:33:00+00:00
U044,P36,click,2026-01-06T08:30:00+00:00
U044,P29,click,2026-01-06T09:58:00+00:00
U044,P28,click,2026-01-07T00:40:00+00:00
U044,P25,click,2026-01-07T10:16:00+00:00
U044,P30,click,2026-01-08T05:20:00+00:00
U044,P17,click,2026-01-08T14:26:00+00:00
U044,P19,click,2026-01-08T18:57:00+00:00
U044,P23,click,2026-01-09T00:31:00+00:00
U044,P12,click,2026-01-09T20:32:00+00:00
U044,P27,purchase,2026-01-10T05:19:00+00:00
U045,P01,click,2026-01-06T16:06:00+00:00
U045,P10,purchase,2026-01-06T16:21:00+00:00
U045,P21,click,2026-01-07T11:58:00+00:00
U045,P29,click,2026-01-08T08:24:00+00:00
U045,P13,click,2026-01-08T21:56:00+00:00
U045,P02,click,2026-01-09T16:21:00+00:00
U045,P04,click,2026-01-10T11:07:00+00:00
U045,P28,click,2026-01-10T14:06:00+00:00
U045,P34,click,2026-01-11T00:35:00+00:00
U045,P27,click,2026-01-11T07:50:00+00:00
U045,P07,purchase,2026-01-11T19:39:00+00:00
U045,P38,click,2026-01-12T02:57:00+00:00
U045,P06,purchase,2026-01-12T17:07:00+00:00
U045,P08,click,2026-01-13T15:14:00+00:00
